,hashTan,hashVin,DeviceId,TripId,TripStartLocation,TripEndLocation,TripDistance,TripWayCategory,TripWayType,TripStreets,TripCities,Trip_MTFCC,Trip_RTTYP,TripFrequency
297,-6353301988502428534,-6074568000781041696,2910034349,2910034349_5,"(37.946915, -121.269104)","(38.119022, -121.393)",23.562,"{'Highway': 4, 'No_category': 3}","{'Street': 2, 'Road': 2, 'State_Road': 4}","[""Loves' # 538 - Lodi"", '1302 West Fremont Street', 'Lodi Energy Center Power Plant', '6851 Plymouth Road']",['Stockton'],['S1100'],['I'],1
298,-6353301988502428534,-6074568000781041696,2910034349,2910034349_6,"(38.11612, -121.42061)","(37.255608, -120.99564)",118.249,"{'Highway': 14, 'No_category': 12, 'Steps': 1}","{'Street': 4, 'Road': 5, 'State_Road': 20}","['Clayton Avenue', '4th Street', 'Best Western', 'Thornton Road', 'Burger King', 'Cart Path', 'South 99 Frontage Road', '2732 Canyon Creek Drive', '22321 West Highway 140', 'B Street', 'Frontage Road', 'Crosstown Freeway', '3488 North Highway 165', '25846 West Highway 140', '475 2nd Street', 'CA 99', 'East Mariposa Road', '7206 North Lander Avenue', '10567 North Highway 165', 'Idleair']","['Manteca', 'Stevinson', 'Hilmar', 'Ripon', 'Gustine', 'Atwater', 'Turlock', 'Modesto', 'Woodbridge', 'Stockton', 'Salida']",['S1100'],"['I', 'S']",1
299,-6353301988502428534,-6074568000781041696,2910034349,2910034349_7,"(37.27177, -120.958725)","(37.145412, -113.48637)",973.898,"{'Highway': 124, 'No_category': 29}","{'Street': 4, 'Road': 11, 'State_Road': 133}","['23486 West Highway 140', ""Love's"", 'Berry Ditch', 'Flat Ditch', '7191 West Kathryn Avenue', 'Claymine Road', 'Astro Burger', 'Primm Valley Lotto Store', 'Las Vegas Freeway (Heavy Traffic Route)', 'KERN-AM (Bakersfield)', 'Sycamore Road', 'Speedee Mart', '2571 West Highway 140', 'Halloran Wash', 'C Street', 'Carp-Elgin Road', '6675 West Highway 140', 'Desert Drive', '15155 West Highway 140', 'Desert View Road', 'Chevron', 'Starvation Point', 'New Life Assembly of God Church', 'ChargePoint', 'Welcome to California', 'Caliente Creek', 'Wheaton Spring', 'Cache Creek Weigh Inspection Station', 'Burbank Street', '82 North Coral Canyon Boulevard', 'Merritt Drive', 'Avenue 394', 'SpringHill Suites by Marriott Madera', 'Atlantic Street', 'Tehachapi Creek', 'Mojave Freeway', 'Twenty Mule Team Road', '10800 West Highway 140', 'California City Boulevard', 'Fairmead Boulevard', 'Villager Inn', 'Mojave-Barstow Highway', 'Charlie Brown Pit', 'Center Street', 'South Garzoli Avenue', 'USBLM NN516', 'Sugar Street', '19713 West Highway 140', 'CA 99', 'Chowchilla River', 'Golden State Freeway', 'Midland Trail', 'California Wash Reservoir', 'Chuck-A-Rama', 'Cummings Ranch Road', 'East 2580 South', 'Road 120', 'Byron Road', 'Midway Ditch', 'Clark Mountain Road', 'Old Highway 58', 'Yates Well Road', 'Mill Creek', 'Twin Rocks Cove', 'Sagebrush Circle', 'Golden State Boulevard', 'Mormon Mesa', 'East Malaga Avenue', 'Arrowhead Trail', 'Jean Airport', 'Silveria Way', ""Love's Country Store"", 'Virgin River Canyon Campground', 'Avenue 24 1/2', 'Frontage Road', 'Redlands RV Parks', 'Mono Street', 'East Craig Road', 'Sheep Ditch', 'South Las Vegas Boulevard', 'Riverside Road', 'J Street', 'Barstow-Bakersfield Highway', 'South 430 East', 'Aiken Mine Road', 'Zoro Road', 'The Last Spike', 'Kirby Canal', 'Ritchie Brothers Auctioneers', 'Frontier Road', 'Appari Court', 'Opah Ditch', 'CA 99 Business', 'Veterans Memorial Highway', 'Virgin River', 'East Bear Mountain Boulevard', 'Telegraph Mine Road', 'Mever Lane', 'Fairview Avenue', 'Pilot', 'Sturnacle Park', 'Flamingo Pedestrian Overpass', 'South 60 East', 'Golden State Highway', 'Eagles Landing Truck Scales', 'Market', 'County Road 56', 'P Street', 'Randall Drive', 'Tropical Smoothie Cafe', 'North Outer Highway 15', 'Las Vegas Freeway', 'North Las Vegas Boulevard', 'Hidden Springs Drive', 'Victoria Colony No. 43', 'Kern County Korean War Veterans Memorial Highway', 'Molly Road', 'South Laguna Street', 'Lewis Concrete Sand', 'Road 136', 'The Home Depot', 'Shadow Valley']","['Saint George', 'Baker', 'Atwater', 'Fowler', 'Tipton', 'Kingsburg', 'Hinkley', 'Barstow', 'North Las Vegas', 'McFarland', 'Tehachapi', 'Mojave', 'Las Vegas', 'Selma', 'Washington', 'Moapa', 'Jean', 'Littlefield', 'Bakersfield', 'Goshen', 'Pixley', 'Mesquite', 'Boron', 'Madera', 'Stevinson', 'Yermo', 'Visalia', 'Livingston', 'Delano', 'Fresno', 'Merced']",['S1100'],"['M', 'I', 'S']",1
300,-6353301988502428534,-6074568000781041696,2910034349,2910034349_8,"(37.1781, -113.42094)","(39.856346, -104.885216)",936.201,"{'Highway': 127, 'No_category': 11, 'Steps': 3}","{'Street': 5, 'State_Road': 126, 'Road': 8}","['Green River Old State Highway', 'Truck Waah', 'Sawtooth', 'Hollingsworth Ditch', 'UT 17', 'I 70 West', 'State Route 161', 'Veterans Memorial Tunnel', 'Sulphur Peak', 'Ghost Rock Overlook', 'Trail Gulch Road 1', 'Evaporation Ponds', 'West 2nd Avenue', 'North Main Street', 'I 270 West', 'Moose Holler Road', '32956 River Frontage Road', 'Miller Creek', 'Bakerville to Loveland Trail', 'Cove Fort', 'West Park Drive', 'Castle Rock Campground', '339 Scarrow Avenue', 'Colorado River', 'Last Chance Road', 'Georgetown Loop Railroad', 'South 4900 West', 'Cascade Creek', '49897 US 6', 'Buckmaster Draw', 'Legacy Trail', 'Genesee Village Road', '51 Beaver Creek Place', 'Lawrence L. Mine', 'Yosemite Street', 'Larkin Ditch', 'Devils Canyon', 'Spring Creek', '4291 West Centennial Parkway', 'Mud Lake', 'Cottonwood Draw', 'Sevier Valley Canal', 'Harley Dome Road', 'I 70 Business', '240 CACTUS ROSE Lane', 'On Ramp Road', 'West 970 South Circle', '1960 Airport Road', 'Alpine Inn', 'New Area 51 Road', 'Nutter Avenue', '1000 West', 'Yellow Cat', 'Wapiti Road', 'Buckhorn Way', 'Dog Valley Wash', '150-8901 150-8901 East Callahan Court', 'Cedar Knoll', 'I 15 Business', 'I 70', 'US 50 West', 'Cisco Area', 'US 6 East', 'Tenmile Creek', 'Westwater Creek', 'Gerald R. Ford Memorial Highway', '13 Road', 'UT 76', 'South Harmony Ridge Drive', 'Rattlesnake Reservoir', 'Gore Creek', 'US 6 West', 'Clear Creek', 'Halico Drive', 'Meadow-Creek Trail', 'Reid Neilson Draw', 'Reed Wash', 'South Lost Creek Road', '44157 US 6', 'Straight Creek', 'Veterans Memorial Highway', '990 Kaley Street', 'Salt Wash View Area', 'Salina Creek', 'State Highway 2', 'Kanarra Hills Drive', 'Emergency Truck Parking', 'US 50', 'Corral Wash', 'Salt Creek', 'Syracuse Street', 'Deadmans Creek', 'Salina Canyon Dam Number 4', 'Crescent Wash', 'Dead Horse Creek', 'Muddy Creek', 'Eagle Chase Lane', 'I 15 South', 'Lunt Park South Rest Area', 'I 15 North', ""Loves' # 335 - Cedar City"", 'Black Gore Creek', 'US 191', 'West Tenmile Creek', 'Pintura Cemetery', 'Deer Path Road', 'West 56th Way', 'Tonn Valley Drive', 'BLM 648', 'Atlantic Mine', 'North Center Street', 'US 89']","['Parowan', 'Avon', 'New Harmony', 'Silt', 'Summit', 'Idledale', 'Palisade', 'Rifle', 'Georgetown', 'Vail', 'Glenwood Springs', 'Beaver', 'Kanarraville', 'Toquerville', 'Green River', 'Salina', 'Gypsum', 'Mack', 'Denver', 'Parachute', 'Silver Plume', 'Henderson', 'Dumont', 'Grand Junction', 'Empire', 'Silverthorne', 'New Castle', 'Commerce City', 'Minturn', 'Garrison', 'Leeds', 'Cedar City', 'Eagle', 'Edwards', 'De Beque']",['S1100'],"['I', 'U']",3
301,-6353301988502428534,-6074568000781041696,2910034349,2910034349_9,"(39.82707, -104.91579)","(40.389347, -104.67775)",71.385,"{'Highway': 2, 'No_category': 18}","{'Street': 10, 'Road': 8, 'State_Road': 13}","['Walmart Supercenter', 'County Road 38 ½', 'United States Highway 85', 'East 58th Place', 'West Service Road', 'Vasquez Boulevard', 'East 60th Avenue', 'Bella Vista Drive', '14th Street', '1st & 29th', '29th Street', 'Elmwood Baptist Church and Academy', 'Brighton Road', '60th & Dahila Transfer Station', 'County Road 35', '9041 Interstate 76 Frontage Road']","['Platteville', 'Brighton', 'Henderson', 'Fort Lupton', 'Commerce City', 'Gilcrest', 'Greeley']",['S1100'],['U'],1
302,-6353301988502428534,-6074568000781041696,2910034349,2910034349_10,"(40.38463, -104.69002)","(34.85716, -101.84908)",796.6,"{'Highway': 56, 'No_category': 62}","{'Street': 6, 'Road': 4, 'State_Road': 109}","['Robert Lane', 'Abbey Road', 'South Valley Highway', ""KT's Real Good BBQ"", 'Old Wagon Trail Lane', 'North Fillmore Street', '5th Avenue', 'County Road 310', 'County Road 112', 'Riata Road', 'County Road 28', '1195 South Colorado Boulevard', 'Gallinas Creek', 'Sinclair Gasoline', 'Castle Rock Dam', 'Western Mutual ditch', 'Bandley Drive', 'Midway Ranch Road', 'Fulton Ditch', 'East Amarillo Creek', 'US 87 North', 'Park Crest Court', 'Railroad Street', 'West Garden of the Gods Road', 'I 25 North', 'KOA Kampground', 'Little Grande', 'Loco Mesa', 'County Road B008', 'Kiowa National Grassland', 'Cross Street', 'South Buddy Kline Road', 'Autos Only', 'Burrow Road', 'Colfax A22', 'Blue Canyon Grove', 'Snyder Road', 'East Railroad Avenue', 'United States Highway 87', 'Canvas Credit Union', 'County Road 63.1', 'Greater Europe Mission', 'Voyager Parkway', 'West Cemetery Road', ""Hogg's BBQ"", 'Lincoln Avenue', 'US 87 South', 'County Road East', 'West Oak Hill Lane', 'Gravel Road', 'US 24 West', 'Vasquez Boulevard', 'I 25 South', '322 Harrison Street', 'I-25 Frontage Road', 'Handicapped', 'Frontage Road', 'Platteville Ditch', ""Loves' # 226 - Pueblo"", 'Cruz Road', 'US 160 West', 'Colorado Boulevard', 'Hunsley Road', 'Aiello Street', 'County Road 6 ½', 'US 50 Business', 'Black Mesa', ""Devon's Dog Park"", 'FM 3138', 'Colorado Blvd & Montview Blvd', 'AutoZone', 'Wildcat Softball Field', '13290 Canyon Drive', 'South Eudora Street', 'Gravel Pit Road', '10610 US Hwy 287', 'US 85', 'Tomah Road', 'Farm-to-Market Road 281', 'Fishers Peak Rest Area (undeveloped)', 'County Road A115', 'Perico Creek Road', 'I-27 Frontage Road', 'North Front Street', 'Oakbrush Lane', 'Western Convenience Store', '6015 Parkway Drive', 'Rockledge Road', 'US 287 South', '1404 South Wilcox Street', 'United States Highway 85', 'US 87']","['Castle Rock', 'Pueblo', 'Colorado Springs', 'Gilcrest', 'Dalhart', 'Platteville', 'Aguilar', 'Texline', 'Brighton', 'Amarillo', 'Canyon', 'Evans', 'Fort Lupton', 'La Salle', 'Denver', 'Henderson', 'Dumas', 'Masterson', 'Capulin', 'Des Moines', 'Commerce City', 'Fountain', 'Raton', 'Walsenburg', 'Trinidad', 'Colorado City', 'Clayton', 'Larkspur']",['S1100'],"['S', 'I', 'U']",1
303,-6353301988502428534,-6074568000781041696,2910034349,2910034349_11,"(34.835365, -101.84887)","(28.522333, -98.18664)",888.824,"{'Highway': 63, 'No_category': 63}","{'Street': 3, 'Road': 2, 'State_Road': 111}","['Avenue E', ""Love's"", 'FM 2002', 'US 83 South', 'County Road 22', 'Kerrville Country Drive', 'Wooten Road', 'Benchoff Street', 'Walker Lane', 'FM 825', 'Wc Rd-52', 'Floyd Lane', 'Scenic Road', 'Soil Mender Products', 'US 87 North', 'West Interstate 20', 'South Dallas Avenue', 'Marshall Formby Memorial Highway', 'Shell', 'US 281 South', 'Flying W Road', 'Big Foot Street', 'Ranch-to-Market Road 2034', 'Dominion Drive', 'Jean Road', 'US 67-J Business', 'Sissel Road', 'Interstate Highway 27 Service Road', 'US 377', 'Cielo Grande Ranch Airport', 'Oxley Road', 'McDonald Road North', 'Atascosa River', 'I 27-T Business', 'San Antonio Insurance Services LLC', '232 North Hwy 281 A', '1220 South I-27', 'County Road 371X', '1690 Northwest', 'Leal Road', 'Interstate 10 West', 'US 281A', 'US 87 South', 'Parramore Lane', 'US 67-H Business', 'William Crooker Highway', 'Menger Springs Road', 'Private Road 412', 'County Road P', 'McNut Lane', 'Goat Creek Road', '17208 Highway 87', 'Texas A & M University Agricultural Research & Extension', 'Frontage Road', 'First Christian Church', 'North Bryant Boulevard', 'United States Highway 83', 'Waring Knoll Drive', 'Soil Conservation Service Site 25 Dam', 'Wall Volunteer Fire Department', 'County Road 1132', '(S) Schultz Lane North', 'South Loop 306', 'County Road 448', 'County Road 26', 'Whitehead West', 'North Aspen Avenue', 'County Road R', 'Farm-to-Market Road 1066 East', 'Sulphur Springs Draw', 'Junction Highway', '17813 North Interstate 27', 'North Creek Road', 'Dunham Road', 'US Highway 87 South', 'Interstate Highway 10 Service Road', 'Interstate 37 Frontage Road', 'County Road J', '8802 Tahoka Highway', '6301 US 281', 'County Road F', 'I-27 Frontage Road', 'KLBB Airfield Beacon', 'Subway', 'County Road 21', 'FM 3332', 'Lodge Road', 'Hendricks', 'FM 176', 'Allen Road', '11245 Old Corpus Christi Highway', 'Brian Road', 'I 10', 'FM 2230', 'Schneider Road', 'Horse Ranch Road']","['Boerne', 'Lubbock', 'Comfort', 'Campbellton', 'Forsan', 'Vancourt', 'Leming', 'Eden', 'Sterling City', 'New Deal', 'Canyon', 'San Antonio', 'Plainview', 'Hale Center', 'Wall', 'Big Spring', 'Three Rivers', 'Mountain Home', 'Kerrville', 'Odonnell', 'Menard', 'Junction', 'Tahoka', 'Tulia', 'Pleasanton', 'Carlsbad', 'Lamesa', 'Center Point', 'Eola', 'San Angelo', 'Water Valley', 'Ackerly', 'Elmendorf']",['S1100'],"['I', 'U']",1
304,-6353301988502428534,-6074568000781041696,2910034349,2910034349_12,"(28.48947, -98.1798)","(26.18384, -98.06542)",300.097,"{'Highway': 14, 'No_category': 33}","{'Road': 2, 'State_Road': 40}","['El Rucio Road', '4040 US 281', 'Red Gate Road', 'South Nueces Street', 'Valverde Road', 'US 281 North', 'County Road 403', 'FM 755', 'I 2 East', 'Fallifurias Expressway', 'US 281-U Business', 'Discount Tire', 'US 281-W Business', 'Linn - San Manuel Fire Department', 'East Sioux Road', '1551 US 281', 'North Expressway 281', 'East Expressway 83', 'Rest Area US-281 (South Bound)', 'I 2 West', 'Huisaches Trap', 'South Expressway 281', 'US 281', 'West Expressway 83', 'Expressway 83', '241 County Road 306', 'Southwest 5th Street', 'US 281 South']","['San Juan', 'Edinburg', 'Alamo', 'Donna', 'Premont', 'George West', 'Falfurrias', 'Alice', 'Weslaco', 'Three Rivers', 'Mercedes']",['S1100'],['U'],1
305,-6353301988502428534,-6074568000781041696,2910034349,2910034349_13,"(26.187155, -98.09155)","(29.184448, -98.845245)",443.819,"{'Highway': 31, 'No_category': 39}","{'Street': 3, 'Road': 8, 'State_Road': 60}","['Cotulla Truck Relief Route', 'South Interstate Highway 35 Access Road West', 'Geranium Street', ""Love's"", 'Roma Avenue', 'US 83 South', 'Hidalgo Avenue', 'Chaparral Ford', 'Delores Plant', 'I 35-C Business', 'Loma Linda Avenue', 'Interstate Highway 35 Access Road', 'Feedlot Road', 'South Zapata Highway', 'South Charco Blanco Road', 'Morales Feed Lot Road', 'I 35-D Business', 'Elbow Lane', 'Taylor Road', 'San Dario Avenue', 'North Interstate Highway 35 Access Road West', 'East 2nd Street', 'Showers Road', '10th Avenue', 'Matamoros Avenue', 'South Siesta Lane', 'IH 35 Frontage Road', 'Tanque Lane', 'United States Highway 83', 'Elephant Cigar', '5th Street', 'I-35 Frontage Road', 'Remolino Street', 'Urebeno Cemetery', ""McDonald's"", 'La Perla Ranch Lake Number 4 Dam', 'South Leal Street', 'Corralitos Airport', 'East Main Street', 'I 35 North', 'Grey Fox Creek', 'Garfield Avenue', 'County Road 1100', 'East Expressway 83', 'North Grant Street', 'North Arkansas Avenue', 'Arroyo Morteros', 'Rest Area I-35 (North Bound)', 'County Road 6767', 'Gato Road', 'West Expressway 83', 'Elvia Zarate Street', 'Garcia Cemetery', 'Dolores Road']","['La Joya', 'San Juan', 'Roma', 'Alamo', 'Falcon Heights', 'Garciasville', 'Mcallen', 'Laredo', 'Artesia Wells', 'Mission', 'Zapata', 'Sullivan City', 'Natalia', 'Devine', 'Cotulla', 'Moore', 'Rio Grande City', 'San Ygnacio']",['S1100'],"['I', 'U']",1
306,2641976374900454810,6073096153193739173,2910034390,2910034390_1,"(34.088047, -84.71595)","(33.207104, -84.06093)",127.511,"{'Highway': 14, 'No_category': 5}","{'Street': 1, 'Road': 4, 'State_Road': 14}","['Horizon Circle', 'Clark Creek', 'Barrett Lakes Boulevard Northwest', '1775 The Exchange Southeast', 'Sullivan Creek', 'Idleair', 'I 285 North', 'Kaiser Permanente Medical Center', 'King Mill Court', 'Barnesville-Jackson Road', 'Dogwood Drive', 'Paces Ferry Road Southeast', 'Plymstock Place', 'Indian Creek Road', 'West Lees Mill Road']","['Atlanta', 'Kennesaw', 'Locust Grove', 'Marietta', 'Acworth']",['S1100'],"['M', 'I', 'S']",2
307,2641976374900454810,6073096153193739173,2910034390,2910034390_2,"(33.346897, -84.10975)","(34.364143, -82.292435)",283.842,"{'Highway': 28, 'No_category': 16, 'Steps': 1}","{'Street': 2, 'Road': 5, 'State_Road': 37}","['Continental Way', 'Walnut Fork Cemetery', 'Crescent Centre Boulevard', 'Old Shoals Junction Road', 'Atlanta Silverbacks Park', 'Idle Acres', 'South Main Street', 'Little Ivy Creek', 'Alewine Street', 'I 75 North', 'QuikTrip', '806 Pearman Dairy Road', 'Whitehall Forest Court Southeast', 'Weaver Automotive', 'Jeans Circle', 'I 85 North', 'I 85 South', 'North Main Street', 'Ridgeway Church Road', 'Pirkle Road Northwest', 'Hudson River Drive', 'Jasper Drive', 'Newkirk Road', 'Avalon Parkway', 'Mill Branch', 'South Shirley Avenue', 'State Highway 252', 'Hembree Creek', 'I 285 North', 'I-85 Express Lane', 'Woodlawn Drive', 'C-4-98D', 'Seneca Road', 'US 178', 'Ledford Road', 'Upton Creek', 'WHPB-AM (Belton)', 'I 285 West']","['Atlanta', 'Pendergrass', 'Norcross', 'Commerce', 'Lavonia', 'Sandy Springs', 'Belton', 'Fair Play', 'Donalds', 'Townville', 'Locust Grove', 'Anderson', 'Hoschton', 'Rex', 'Buford', 'Honea Path', 'Carnesville']",['S1100'],"['I', 'S']",1
308,2641976374900454810,6073096153193739173,2910034390,2910034390_3,"(34.401318, -82.36818)","(34.503857, -82.960335)",70.754,"{'Highway': 4, 'No_category': 13}","{'Street': 5, 'Road': 1, 'State_Road': 14}","['Neals Creek Cemetery', 'Car Wash', 'West Shockley Ferry Road', ""Loves' # 387 - Fair Play"", 'Spinx', 'US 178', 'Asbury Park Road', 'Beaverdam Creek', 'WHPB-AM (Belton)', ""Hardee's"", '755 Anderson Street', 'Lakemont Drive', 'Alewine Street', 'Fairplay Road']","['Belton', 'Sandy Springs', 'Fair Play', 'Townville', 'Anderson', 'Honea Path']",['S1100'],['I'],1
309,2641976374900454810,6073096153193739173,2910034390,2910034390_4,"(34.501324, -82.98916)","(35.01779, -89.89747)",727.903,"{'Steps': 2, 'Highway': 90, 'No_category': 7}","{'Street': 4, 'Road': 2, 'State_Road': 89}","['Elmar Road', 'Pitts Road', 'Drive 1209', 'County Road 460', 'Pierce Lane', 'Franklin Cove', 'County Road 5', 'Roberts Drive', 'Mellow Mushroom', 'County Road 203', 'Tom Murphy Freeway', 'Vance Road', 'Pilot - Memphis', 'McCaig Road', 'Holly Springs Road', 'I 85 North', 'Ritter Road', 'Worldsong Road', 'Daniel Payne Drive', 'K D Byrd Station Road', 'Thompson Road', 'Pentecostal Lane', 'Brewster Road', ""Loves' #530 - Moody"", 'Mitchell Road', 'Ai Cemetery', 'Tribble Road', 'Cane Creek', 'Mount Teamor Church', 'Little Beaver Run Creek', 'Roe Lane', 'Fulton Bridge Missionary Baptist Church', '3362 Chamblee Tucker Road', 'Kemp Creek', 'Old Highway 78', 'South West Boundary Street', 'Cross Pointe Way', 'Belden Truck Stop', 'Kendall Creek Drive', '8145 Craft Road', 'Sears Lane', 'Hall Carson Road', 'Ripley Lane', 'Malory Place', 'Zion Church Road', 'County Road 11', 'Harden Lake', 'Mount Olive Freewill Baptist Church', 'Alabama Short Track Raceway', 'I 20', 'Flat Top Mine Number 1 Impoundment', '31st Street North', 'I 22 East', 'Carlan Creek', 'Coal City Baptist Church', 'County Road 2', 'Hunters Chapel', 'McRae Lake', 'Watkins Road', 'County Road 350', 'Bell Road', ""Loves' # 311 - Waco"", 'Crest Hollow Court', 'Horseshoe Mountain', 'Flying J - Temple', 'County Road 213', '125 Bob Lawrence Drive', '85 Allen Road Northeast', 'Bruce Randall Road', 'Flying J - Olive Branch', 'MS 178', 'Sunrise Place', 'Kathy Whitworth Drive', 'Walton Creek', 'HHgregg', 'Boyette Drive', 'Galleria Drive Southeast', 'Brookville School Road', 'US 78 West', 'Faith Church', 'Creek Station Drive', 'Studio Movie Grill', 'Bethlehem Cemetery', 'Ivy Creek']","['Commerce', 'Norcross', 'Lavonia', 'Cordova', 'Riverside', 'Palmerdale', 'Brilliant', 'Burnwell', 'Fulton', 'Sherman', 'Moody', 'Lithia Springs', 'Fair Play', 'Belden', 'Victoria', 'Holly Springs', 'Waco', 'Anniston', 'Mooreville', 'Potts Camp', 'Byhalia', 'Myrtle', 'Kansas', 'Graysville', 'Tupelo', 'Villa Rica', 'Carnesville', 'Cook Springs', 'Austell', 'Eastaboga', 'Hickory Flat', 'Heflin', 'Hoschton', 'Marietta', 'Memphis', 'Buford', 'Pell City', 'Pendergrass', 'Atlanta', 'Birmingham', 'New Albany', 'Olive Branch', 'Douglasville', 'Lincoln', 'Lawrenceville']",['S1100'],"['S', 'I', 'U']",4
310,2641976374900454810,6073096153193739173,2910034390,2910034390_5,"(35.080112, -89.9584)","(35.462036, -97.65375)",756.144,"{'Highway': 89, 'No_category': 13}","{'Street': 6, 'Road': 10, 'State_Road': 90}","['Baptist Health Medical Center-Conway', 'I 40', 'West Corporation Street', 'N4250 Road', 'Kayla', 'CR N3740', 'Hamles Ranch Road', 'Southern Avenue', 'Crow Mountain Drive', 'Blackland Road', 'Funland Drive', 'Wildlife Observation Trail', 'OK 10', 'Toothaker Drive', 'Kinsey Cemetery', 'West Philpot Road', 'North Main Street', 'South Council Road', ""Vietnam Veteran's Memorial Highway"", 'Santa-Gria Drive', '4112 E Service Rd', 'Pleasant View Road', 'East Parker Street', '2003 East Service Road', 'North Grand Avenue', 'Oklahoma City Boulevard', 'Mockingbird Lane', 'County Road 3011', 'Wolf Creek', 'Farm Road', 'OK 102', 'West Clark Road', 'I 35 South', 'East Farris Road', 'Puddin Ridge Road', 'Rabbit Place', 'Gracelann', 'East 1078 Road', 'Harris Road', '489 Highway 365', 'E1100 Road', 'CR N3790', '192', 'Newalla Road', 'County Road 705', 'CR N3890', 'Tinker Diagonal', 'Pennsylvania Street', 'Petro Truck Stops - West Memphis', 'US 71 South', 'Median', 'South Watson Road', '214 South Highway 100', 'Pilot - Choctaw', 'Tulsa Street', 'N4670 Road', 'Marche Circle', 'Carlile School', 'Camp Joseph Robinson', 'Riverside Church', 'Ernie Wax Lane', 'Trison Drive', 'Forest Lumber', 'East Interstate Circle', 'Acresview Road', 'Sfc 102', 'Gar Creek', 'N4525 Road', 'Sfc 210', 'County Road 1672', 'Leann Boulevard', 'E1060', 'Tommy Robinson Road', 'Subway', 'Burns Drive', 'Peace Farm Road', 'Davidson Road', '208 South Council Road', 'Sevice Road', 'Lawson Road', 'Mountain Base Road', 'Country Lane Circle', 'East J Street', 'Sand Creek', 'Sallisaw Creek Site 1 Dam']","['Choctaw', 'Heth', 'Knoxville', 'Palestine', 'Little Rock', 'Biscoe', 'Mulberry', 'West Memphis', 'North Little Rock', 'Widener', 'Russellville', 'Vian', 'Webbers Falls', 'Maumelle', 'Van Buren', 'Roland', 'Okemah', 'Conway', 'Muldrow', 'Carlisle', 'Moffett', 'Henryetta', 'Alma', 'Shawnee', 'Hartman', 'Ozark', 'Oklahoma City', 'London', 'Pottsville', 'Mcloud', 'Menifee', 'Dewar', 'Memphis', 'Clarksville', 'Gans', 'Sallisaw', 'Forrest City', 'Checotah', 'Edmondson', 'Lonoke', 'Edmond']",['S1100'],"['M', 'S', 'I', 'U']",1
311,2641976374900454810,6073096153193739173,2910034390,2910034390_6,"(35.459934, -97.5932)","(33.36047, -98.74915)",274.809,"{'Steps': 18, 'Highway': 31, 'No_category': 14}","{'Street': 3, 'State_Road': 36, 'Road': 3}","['N2560 Road', 'Murphy USA', '4208 Henry S Grace Freeway', 'County Road N2520', '1163 Bowman Road', 'Kleeman Road', 'Carpenter Drive', 'N2895 Road', 'Knox Road', '2648 Dunn Road', 'Creek 1435', 'Hackberry Street', 'County Road E1800', 'US 281 North', 'Calvin Road', '1032 Central Freeway', 'East Pecan Street', 'Southwest Coombs Road', 'Harry E. Bailey Turnpike', 'Will Rogers Expressway', 'D1275 Road', 'Whitfield Road', 'E1850 Road', 'J & J Tubular', 'Northwest 16th Street', 'OK 49', 'Comanche Indian Mission', 'Dillards Lake Dam', 'Warren Street', '6 Mile Line Dr Sara Road', 'River Road', 'Red River Expressway', 'Cottonwood Road', 'US 281 South']","['Olney', 'Burkburnett', 'Oklahoma City', 'Chickasha', 'Newcastle', 'Geronimo', 'Wichita Falls', 'Randlett', 'Lawton', 'Archer City', 'Elgin', 'Fletcher', 'Holliday', 'Fort Sill']",['S1100'],"['M', 'S', 'I', 'U']",1
312,2641976374900454810,6073096153193739173,2910034390,2910034390_7,"(33.413464, -98.73052)","(33.890064, -98.48216)",60.076,"{'Highway': 2, 'No_category': 9}","{'Street': 2, 'Road': 2, 'State_Road': 8}","['2311 Old Jacksboro Highway', 'Chalk Hill Road', 'California Avenue', 'Bobcat Bluff', 'Berryman Road', 'Knox Road', 'Blackjack Street', 'Southwest Parkway', 'Chaparral Drive']","['Wichita Falls', 'Archer City']",['S1100'],['U'],1
313,2641976374900454810,6073096153193739173,2910034390,2910034390_8,"(33.8855, -98.45844)","(32.754616, -96.74357)",222.762,"{'Highway': 25, 'No_category': 20}","{'Street': 2, 'Road': 4, 'State_Road': 32}","['US 287 North', 'School Land Lake Dam', 'Oakwood Lane', '3125 Vannerson Drive', '1401 Cooks Lane', 'Avila Lane', 'US 287 Access Road', 'Dallas-Fort Worth Turnpike', 'Highway 287 North', 'Tom Landry Freeway', 'US 81 Access Road', 'Frontage Road', 'Mesquite Drive', '2529 Northeast Loop 820', '5414 Blackhawk Drive', ""McDonald's"", 'Highway 81 Service Road', 'North Highway 287', 'Private Road 2368', 'Hapgood Lane', '6375 Northeast Loop 820', 'US 287 South', 'Margaret McDermott Bridge', 'County Road 1794', 'US 281', '5401 Sandshell Drive', '1734 Marburg Street', 'Pappadeaux Parking', 'Marder Street', 'Brushy Mound Historical Marker']","['Grand Prairie', 'Arlington', 'Alvord', 'Fort Worth', 'Dallas', 'Bellevue', 'Henrietta', 'Decatur', 'Bowie', 'Haslet', 'Rhome']",['S1100'],"['M', 'U', 'I', 'S']",1
